,p,bx,by,bw,bh,c_div,c_button,c_h1,c_h2,c_p,c_input,element,c_img,c_a
0,1,10,215,1030.0,100,,,,,,,img,1.0,
1,1,-310,335,319.0,213,,,,,,,img,1.0,
2,1,10,335,319.0,213,,,,,,,img,1.0,
3,1,330,335,319.0,213,,,,,,,img,1.0,
4,1,650,335,319.0,213,,,,,,,img,1.0,
5,1,970,335,319.0,213,,,,,,,img,1.0,
6,1,10,558,155.0,103,,,,,,,img,1.0,
7,1,175,558,155.0,103,,,,,,,img,1.0,
8,1,10,728,155.0,103,,,,,,,img,1.0,
9,1,175,728,155.0,103,,,,,,,img,1.0,
10,1,10,936,320.0,160,,,,,,,img,1.0,
11,1,10,1210,155.0,103,,,,,,,img,1.0,
12,1,175,1210,155.0,103,,,,,,,img,1.0,
13,1,915,427,90.0,60,,,,,,,img,1.0,
14,1,915,556,90.0,60,,,,,,,img,1.0,
15,1,915,613,90.0,60,,,,,,,img,1.0,
16,1,915,670,90.0,60,,,,,,,img,1.0,
17,1,915,727,90.0,60,,,,,,,img,1.0,
18,1,915,784,90.0,60,,,,,,,img,1.0,
19,1,890,797,300.0,250,,,,,,,img,1.0,
20,1,905,1109,90.0,60,,,,,,,img,1.0,
21,1,10,1481,575.0,100,,,,,,,img,1.0,
22,1,615,1481,575.0,100,,,,,,,img,1.0,
23,1,10,1675,320.0,213,,,,,,,img,1.0,
24,1,10,1933,155.0,103,,,,,,,img,1.0,
25,1,175,1933,155.0,103,,,,,,,img,1.0,
26,1,365,1673,130.0,86,,,,,,,img,1.0,
27,1,505,1673,130.0,86,,,,,,,img,1.0,
28,1,635,1673,130.0,86,,,,,,,img,1.0,
29,1,762,1673,130.0,86,,,,,,,img,1.0,
30,1,846,1673,130.0,86,,,,,,,img,1.0,
31,1,906,1673,130.0,86,,,,,,,img,1.0,
32,1,978,1673,130.0,86,,,,,,,img,1.0,
33,1,1089,1673,130.0,86,,,,,,,img,1.0,
34,1,10,2183,320.0,213,,,,,,,img,1.0,
35,1,10,2441,155.0,103,,,,,,,img,1.0,
36,1,175,2441,155.0,103,,,,,,,img,1.0,
37,1,905,2187,30.0,30,,,,,,,img,1.0,
38,1,1135,2187,30.0,30,,,,,,,img,1.0,
39,1,905,2253,30.0,30,,,,,,,img,1.0,
40,1,1135,2253,30.0,30,,,,,,,img,1.0,
41,1,905,2319,30.0,30,,,,,,,img,1.0,
42,1,1135,2319,30.0,30,,,,,,,img,1.0,
43,1,905,2385,30.0,30,,,,,,,img,1.0,
44,1,1135,2385,30.0,30,,,,,,,img,1.0,
45,1,905,2451,30.0,30,,,,,,,img,1.0,
46,1,1135,2451,30.0,30,,,,,,,img,1.0,
47,1,905,2517,30.0,30,,,,,,,img,1.0,
48,1,1135,2517,30.0,30,,,,,,,img,1.0,
49,1,10,2811,320.0,213,,,,,,,img,1.0,
50,1,10,3069,155.0,103,,,,,,,img,1.0,
51,1,175,3069,155.0,103,,,,,,,img,1.0,
52,1,919,2829,220.0,120,,,,,,,img,1.0,
53,1,10,3319,320.0,213,,,,,,,img,1.0,
54,1,10,3577,155.0,103,,,,,,,img,1.0,
55,1,175,3577,155.0,103,,,,,,,img,1.0,
56,1,10,3947,320.0,213,,,,,,,img,1.0,
57,1,10,4205,155.0,103,,,,,,,img,1.0,
58,1,175,4205,155.0,103,,,,,,,img,1.0,
59,1,905,3940,130.0,86,,,,,,,img,1.0,
60,1,1045,3940,130.0,86,,,,,,,img,1.0,
61,1,905,4063,130.0,86,,,,,,,img,1.0,
62,1,1045,4063,130.0,86,,,,,,,img,1.0,
63,1,907,4223,34.0,34,,,,,,,img,1.0,
64,1,1047,4223,34.0,34,,,,,,,img,1.0,
65,1,907,4272,34.0,34,,,,,,,img,1.0,
66,1,1047,4272,34.0,34,,,,,,,img,1.0,
67,1,10,4455,320.0,213,,,,,,,img,1.0,
68,1,10,4713,155.0,103,,,,,,,img,1.0,
69,1,175,4713,155.0,103,,,,,,,img,1.0,
70,1,26,5080,182.0,91,,,,,,,img,1.0,
71,1,224,5080,182.0,91,,,,,,,img,1.0,
72,1,466,5080,182.0,91,,,,,,,img,1.0,
73,1,664,5080,182.0,91,,,,,,,img,1.0,
74,1,26,5536,182.0,91,,,,,,,img,1.0,
75,1,224,5536,182.0,91,,,,,,,img,1.0,
76,1,466,5536,182.0,91,,,,,,,img,1.0,
77,1,664,5536,182.0,91,,,,,,,img,1.0,
78,1,26,5992,182.0,91,,,,,,,img,1.0,
79,1,224,5992,182.0,91,,,,,,,img,1.0,
80,1,466,5992,182.0,91,,,,,,,img,1.0,
81,1,664,5992,182.0,91,,,,,,,img,1.0,
82,1,26,6578,182.0,91,,,,,,,img,1.0,
83,1,224,6578,182.0,91,,,,,,,img,1.0,
84,1,466,6578,182.0,91,,,,,,,img,1.0,
85,1,664,6578,182.0,91,,,,,,,img,1.0,
86,1,26,7034,182.0,91,,,,,,,img,1.0,
87,1,224,7034,182.0,91,,,,,,,img,1.0,
88,1,466,7034,182.0,91,,,,,,,img,1.0,
89,1,664,7034,182.0,91,,,,,,,img,1.0,
90,1,10,7434,850.0,100,,,,,,,img,1.0,
91,1,26,7620,182.0,91,,,,,,,img,1.0,
92,1,224,7620,182.0,91,,,,,,,img,1.0,
93,1,466,7620,182.0,91,,,,,,,img,1.0,
94,1,664,7620,182.0,91,,,,,,,img,1.0,
95,1,26,8076,182.0,91,,,,,,,img,1.0,
96,1,224,8076,182.0,91,,,,,,,img,1.0,
97,1,466,8076,182.0,91,,,,,,,img,1.0,
98,1,664,8076,182.0,91,,,,,,,img,1.0,
99,1,-445,5950,270.0,135,,,,,,,img,1.0,
100,1,-175,5950,270.0,135,,,,,,,img,1.0,
101,1,95,5950,270.0,135,,,,,,,img,1.0,
102,1,365,5950,270.0,135,,,,,,,img,1.0,
103,1,635,5950,270.0,135,,,,,,,img,1.0,
104,1,905,5950,270.0,135,,,,,,,img,1.0,
105,1,1175,5950,270.0,135,,,,,,,img,1.0,
106,1,905,6100,90.0,60,,,,,,,img,1.0,
107,1,905,6175,90.0,60,,,,,,,img,1.0,
108,1,905,6250,90.0,60,,,,,,,img,1.0,
109,1,905,6325,90.0,60,,,,,,,img,1.0,
110,1,905,6400,90.0,60,,,,,,,img,1.0,
111,1,890,6486,300.0,250,,,,,,,img,1.0,
112,1,905,6800,270.0,135,,,,,,,img,1.0,
113,1,890,7250,300.0,250,,,,,,,img,1.0,
114,1,890,7776,300.0,250,,,,,,,img,1.0,
115,1,10,8466,1180.0,100,,,,,,,img,1.0,
116,1,96,8636,30.0,32,,,,,,,img,1.0,
117,1,241,8636,28.0,32,,,,,,,img,1.0,
118,1,386,8636,34.0,32,,,,,,,img,1.0,
119,1,531,8636,26.0,32,,,,,,,img,1.0,
120,1,676,8636,30.0,32,,,,,,,img,1.0,
121,1,821,8636,30.0,32,,,,,,,img,1.0,
122,1,966,8636,46.0,32,,,,,,,img,1.0,
123,1,31,8740,20.0,20,,,,,,,img,1.0,
124,1,1022,7,56.0,16,,,,,,,a,,1.0
125,1,1102,0,78.0,30,,,,,,,a,,1.0
126,1,0,0,145.0,95,,,,,,,a,,1.0
127,1,0,136,28.0,16,,,,,,,a,,1.0
128,1,50,136,28.0,16,,,,,,,a,,1.0
129,1,100,136,28.0,16,,,,,,,a,,1.0
130,1,0,164,28.0,16,,,,,,,a,,1.0
131,1,50,164,28.0,16,,,,,,,a,,1.0
132,1,100,164,28.0,16,,,,,,,a,,1.0
133,1,175,136,28.0,16,,,,,,,a,,1.0
134,1,225,136,29.0,16,,,,,,,a,,1.0
135,1,275,136,29.0,16,,,,,,,a,,1.0
136,1,175,164,28.0,16,,,,,,,a,,1.0
137,1,225,164,42.0,16,,,,,,,a,,1.0
