,bx,by,bw,bh,c_div,c_button,c_h1,c_h2,c_p,c_input,element,c_img,p,c_a
0,105,20,150,53,,,,,,,img,1.0,1.0,
1,255,20,66,51,,,,,,,img,1.0,1.0,
2,10,100,29,24,,,,,,,img,1.0,1.0,
3,740,100,24,24,,,,,,,img,1.0,1.0,
4,107,150,16,16,,,,,,,img,1.0,1.0,
5,522,240,32,32,,,,,,,img,1.0,1.0,
6,558,240,32,32,,,,,,,img,1.0,1.0,
7,594,240,32,32,,,,,,,img,1.0,1.0,
8,630,240,32,32,,,,,,,img,1.0,1.0,
9,117,243,340,191,,,,,,,img,1.0,1.0,
10,459,243,340,191,,,,,,,img,1.0,1.0,
11,117,439,114,64,,,,,,,img,1.0,1.0,
12,236,439,114,64,,,,,,,img,1.0,1.0,
13,355,439,114,64,,,,,,,img,1.0,1.0,
14,517,573,44,24,,,,,,,img,1.0,1.0,
15,517,618,44,24,,,,,,,img,1.0,1.0,
16,517,663,44,24,,,,,,,img,1.0,1.0,
17,517,692,44,24,,,,,,,img,1.0,1.0,
18,567,2335,100,60,,,,,,,img,1.0,1.0,
19,552,2415,115,30,,,,,,,img,1.0,1.0,
20,577,2465,90,30,,,,,,,img,1.0,1.0,
21,617,2515,50,30,,,,,,,img,1.0,1.0,
22,-1548,0,776,30,,,,,,,a,,1.0,1.0
23,105,59,150,18,,,,,,,a,,1.0,1.0
24,321,25,151,22,,,,,,,a,,1.0,1.0
25,321,47,50,17,,,,,,,a,,1.0,1.0
26,0,97,88,32,,,,,,,a,,1.0,1.0
27,730,97,44,32,,,,,,,a,,1.0,1.0
28,107,151,16,15,,,,,,,a,,1.0,1.0
29,522,252,32,9,,,,,,,a,,1.0,1.0
30,558,252,32,9,,,,,,,a,,1.0,1.0
31,594,252,32,9,,,,,,,a,,1.0,1.0
32,630,252,32,9,,,,,,,a,,1.0,1.0
33,107,724,342,38,,,,,,,a,,1.0,1.0
34,135,799,228,18,,,,,,,a,,1.0,1.0
35,178,894,144,18,,,,,,,a,,1.0,1.0
36,107,894,332,38,,,,,,,a,,1.0,1.0
37,229,1031,183,18,,,,,,,a,,1.0,1.0
38,107,1131,356,38,,,,,,,a,,1.0,1.0
39,107,1403,312,38,,,,,,,a,,1.0,1.0
40,107,1955,320,38,,,,,,,a,,1.0,1.0
41,147,2130,308,38,,,,,,,a,,1.0,1.0
42,532,372,114,58,,,,,,,a,,1.0,1.0
43,532,435,78,58,,,,,,,a,,1.0,1.0
44,567,664,72,18,,,,,,,a,,1.0,1.0
45,567,693,61,38,,,,,,,a,,1.0,1.0
46,191,2281,200,18,,,,,,,a,,1.0,1.0
47,87,2325,124,25,,,,,,,a,,1.0,1.0
48,87,2350,103,25,,,,,,,a,,1.0,1.0
49,87,2375,109,25,,,,,,,a,,1.0,1.0
50,87,2400,88,25,,,,,,,a,,1.0,1.0
51,87,2425,195,25,,,,,,,a,,1.0,1.0
52,567,2381,100,18,,,,,,,a,,1.0,1.0
53,552,2431,115,18,,,,,,,a,,1.0,1.0
54,577,2481,90,18,,,,,,,a,,1.0,1.0
55,617,2531,50,18,,,,,,,a,,1.0,1.0
56,321,26,350,20,,,1,,,,h1,,1.0,
57,107,179,560,44,,,1,,,,h1,,1.0,
58,107,149,124,1,,,,1,,,h2,,1.0,
59,107,948,360,52,,,,1,,,h2,,1.0,
60,107,1185,360,52,,,,1,,,h2,,1.0,
61,107,1552,360,26,,,,1,,,h2,,1.0,
62,107,1723,360,26,,,,1,,,h2,,1.0,
63,517,309,140,52,,,,1,,,h2,,1.0,
64,517,537,140,26,,,,1,,,h2,,1.0,
