,bx,by,bw,bh,c_div,c_button,c_h1,c_h2,c_p,c_input,element,c_img,p,c_a
0,27,57,264,59,,,,,,,img,1.0,1.0,
1,37,1474,600,1035,,,,,,,img,1.0,1.0,
2,598,3385,139,26,,,,,,,img,1.0,1.0,
3,525,5,103,27,,,,,,,a,,1.0,1.0
4,631,5,106,27,,,,,,,a,,1.0,1.0
5,27,57,266,59,,,,,,,a,,1.0,1.0
6,650,47,27,27,,,,,,,a,,1.0,1.0
7,679,47,27,27,,,,,,,a,,1.0,1.0
8,708,47,27,27,,,,,,,a,,1.0,1.0
9,37,182,65,36,,,,,,,a,,1.0,1.0
10,102,182,64,36,,,,,,,a,,1.0,1.0
11,165,182,66,36,,,,,,,a,,1.0,1.0
12,231,182,53,36,,,,,,,a,,1.0,1.0
13,284,182,151,36,,,,,,,a,,1.0,1.0
14,435,182,119,36,,,,,,,a,,1.0,1.0
15,554,182,138,36,,,,,,,a,,1.0,1.0
16,692,182,60,36,,,,,,,a,,1.0,1.0
17,37,218,143,36,,,,,,,a,,1.0,1.0
18,37,327,32,14,,,,,,,a,,1.0,1.0
19,81,327,109,14,,,,,,,a,,1.0,1.0
20,202,327,32,14,,,,,,,a,,1.0,1.0
21,47,616,262,19,,,,,,,a,,1.0,1.0
22,65,798,53,14,,,,,,,a,,1.0,1.0
23,65,819,110,14,,,,,,,a,,1.0,1.0
24,65,840,347,14,,,,,,,a,,1.0,1.0
25,65,861,103,14,,,,,,,a,,1.0,1.0
26,673,905,64,18,,,,,,,a,,1.0,1.0
27,673,1218,64,18,,,,,,,a,,1.0,1.0
28,245,1271,184,14,,,,,,,a,,1.0,1.0
29,429,1271,134,14,,,,,,,a,,1.0,1.0
30,563,1271,3,14,,,,,,,a,,1.0,1.0
31,465,1340,105,14,,,,,,,a,,1.0,1.0
32,673,1372,64,18,,,,,,,a,,1.0,1.0
33,37,1488,382,19,,,,,,,a,,1.0,1.0
34,78,2516,330,14,,,,,,,a,,1.0,1.0
35,673,2548,64,18,,,,,,,a,,1.0,1.0
36,305,2603,31,14,,,,,,,a,,1.0,1.0
37,346,2603,24,14,,,,,,,a,,1.0,1.0
38,305,2624,29,14,,,,,,,a,,1.0,1.0
39,346,2624,24,14,,,,,,,a,,1.0,1.0
40,673,2661,64,18,,,,,,,a,,1.0,1.0
41,678,2714,59,14,,,,,,,a,,1.0,1.0
42,53,2831,64,18,,,,,,,a,,1.0,1.0
43,68,2865,62,14,,,,,,,a,,1.0,1.0
44,68,2886,60,14,,,,,,,a,,1.0,1.0
45,68,2907,38,14,,,,,,,a,,1.0,1.0
46,68,2928,83,14,,,,,,,a,,1.0,1.0
47,68,2949,73,14,,,,,,,a,,1.0,1.0
48,68,2970,52,14,,,,,,,a,,1.0,1.0
49,68,2991,125,14,,,,,,,a,,1.0,1.0
50,68,3012,65,14,,,,,,,a,,1.0,1.0
51,283,2831,39,18,,,,,,,a,,1.0,1.0
52,298,2865,149,32,,,,,,,a,,1.0,1.0
53,298,2904,101,14,,,,,,,a,,1.0,1.0
54,298,2925,91,14,,,,,,,a,,1.0,1.0
55,298,2946,91,14,,,,,,,a,,1.0,1.0
56,298,2967,81,14,,,,,,,a,,1.0,1.0
57,298,2988,87,14,,,,,,,a,,1.0,1.0
58,298,3009,109,14,,,,,,,a,,1.0,1.0
59,283,3040,118,18,,,,,,,a,,1.0,1.0
60,298,3074,33,14,,,,,,,a,,1.0,1.0
61,298,3095,65,14,,,,,,,a,,1.0,1.0
62,298,3116,157,14,,,,,,,a,,1.0,1.0
63,298,3137,174,14,,,,,,,a,,1.0,1.0
64,298,3158,47,14,,,,,,,a,,1.0,1.0
65,53,3189,122,18,,,,,,,a,,1.0,1.0
66,53,3221,144,18,,,,,,,a,,1.0,1.0
67,53,3252,171,18,,,,,,,a,,1.0,1.0
68,53,3284,116,18,,,,,,,a,,1.0,1.0
69,88,3424,87,14,,,,,,,a,,1.0,1.0
70,237,3387,168,12,,,,,,,a,,1.0,1.0
71,598,3383,116,22,,,,,,,a,,1.0,1.0
72,598,3401,139,12,,,,,,,a,,1.0,1.0
73,424,3415,42,14,,,,,,,a,,1.0,1.0
74,478,3415,44,14,,,,,,,a,,1.0,1.0
75,535,3415,65,14,,,,,,,a,,1.0,1.0
76,612,3415,51,14,,,,,,,a,,1.0,1.0
77,675,3415,56,14,,,,,,,a,,1.0,1.0
78,-260,5,253,48,,,,,,,a,,1.0,1.0
79,-260,58,253,48,,,,,,,a,,1.0,1.0
80,-260,111,253,48,,,,,,,a,,1.0,1.0
81,-260,164,253,48,,,,,,,a,,1.0,1.0
82,-260,217,253,48,,,,,,,a,,1.0,1.0
83,-260,270,253,48,,,,,,,a,,1.0,1.0
84,-260,323,253,48,,,,,,,a,,1.0,1.0
85,-260,376,253,48,,,,,,,a,,1.0,1.0
86,-260,429,253,48,,,,,,,a,,1.0,1.0
87,37,284,162,20,,,1,,,,h1,,1.0,
88,37,338,82,1,,,,1,,,h2,,1.0,
89,47,616,680,20,,,,1,,,h2,,1.0,
90,37,1488,382,1,,,,1,,,h2,,1.0,
91,47,2783,680,20,,,,1,,,h2,,1.0,
92,237,3353,250,18,,,,1,,,h2,,1.0,
93,487,3353,250,18,,,,1,,,h2,,1.0,
94,598,3385,116,1,,,,1,,,h2,,1.0,
95,431,84,230,27,,,,,,1,input,,1.0,
96,661,84,76,27,,,,,,1,input,,1.0,
