,bx,by,bw,bh,c_div,c_button,c_h1,c_h2,c_p,c_input,element,c_img,p,c_a
0,670,0,104,104,,,,,,,img,1.0,1.0,
1,9,67,450,65,,,,,,,img,1.0,1.0,
2,37,2261,700,1062,,,,,,,img,1.0,1.0,
3,10,4400,130,62,,,,,,,img,1.0,1.0,
4,0,-40,187,37,,,,,,,a,,1.0,1.0
5,0,-40,249,37,,,,,,,a,,1.0,1.0
6,0,0,83,35,,,,,,,a,,1.0,1.0
7,87,0,65,35,,,,,,,a,,1.0,1.0
8,155,0,74,35,,,,,,,a,,1.0,1.0
9,233,0,71,35,,,,,,,a,,1.0,1.0
10,670,0,104,104,,,,,,,a,,1.0,1.0
11,0,67,459,65,,,,,,,a,,1.0,1.0
12,0,164,92,58,,,,,,,a,,1.0,1.0
13,-10000,242,58,101,,,,,,,a,,1.0,1.0
14,37,250,380,79,,,,,,,a,,1.0,1.0
15,89,355,177,28,,,,,,,a,,1.0,1.0
16,89,383,138,28,,,,,,,a,,1.0,1.0
17,89,411,123,28,,,,,,,a,,1.0,1.0
18,89,439,122,28,,,,,,,a,,1.0,1.0
19,89,467,198,28,,,,,,,a,,1.0,1.0
20,89,495,197,28,,,,,,,a,,1.0,1.0
21,89,523,129,28,,,,,,,a,,1.0,1.0
22,89,551,192,28,,,,,,,a,,1.0,1.0
23,89,579,151,28,,,,,,,a,,1.0,1.0
24,90,608,253,36,,,,,,,a,,1.0,1.0
25,357,695,380,79,,,,,,,a,,1.0,1.0
26,457,800,104,28,,,,,,,a,,1.0,1.0
27,457,828,182,28,,,,,,,a,,1.0,1.0
28,457,856,254,49,,,,,,,a,,1.0,1.0
29,457,905,172,28,,,,,,,a,,1.0,1.0
30,457,933,254,91,,,,,,,a,,1.0,1.0
31,457,1024,254,49,,,,,,,a,,1.0,1.0
32,457,1073,227,28,,,,,,,a,,1.0,1.0
33,457,1101,107,28,,,,,,,a,,1.0,1.0
34,37,1179,449,79,,,,,,,a,,1.0,1.0
35,89,1284,254,49,,,,,,,a,,1.0,1.0
36,89,1333,254,49,,,,,,,a,,1.0,1.0
37,89,1382,99,28,,,,,,,a,,1.0,1.0
38,89,1410,79,28,,,,,,,a,,1.0,1.0
39,89,1438,207,28,,,,,,,a,,1.0,1.0
40,89,1466,95,28,,,,,,,a,,1.0,1.0
41,108,1544,629,79,,,,,,,a,,1.0,1.0
42,387,1649,324,70,,,,,,,a,,1.0,1.0
43,387,1719,324,49,,,,,,,a,,1.0,1.0
44,387,1768,324,49,,,,,,,a,,1.0,1.0
45,387,1817,324,49,,,,,,,a,,1.0,1.0
46,37,1918,279,40,,,,,,,a,,1.0,1.0
47,37,1976,700,40,,,,,,,a,,1.0,1.0
48,37,2034,700,40,,,,,,,a,,1.0,1.0
49,52,2174,156,20,,,,,,,a,,1.0,1.0
50,52,2210,130,19,,,,,,,a,,1.0,1.0
51,37,3306,700,22,,,,,,,a,,1.0,1.0
52,68,3393,627,19,,,,,,,a,,1.0,1.0
53,68,3418,216,19,,,,,,,a,,1.0,1.0
54,68,3442,329,19,,,,,,,a,,1.0,1.0
55,52,3476,69,19,,,,,,,a,,1.0,1.0
56,10,4145,142,19,,,,,,,a,,1.0,1.0
57,190,4126,160,14,,,,,,,a,,1.0,1.0
58,190,4163,160,14,,,,,,,a,,1.0,1.0
59,190,4200,160,14,,,,,,,a,,1.0,1.0
60,190,4237,160,14,,,,,,,a,,1.0,1.0
61,190,4274,160,14,,,,,,,a,,1.0,1.0
62,190,4311,160,14,,,,,,,a,,1.0,1.0
63,370,4126,160,14,,,,,,,a,,1.0,1.0
64,370,4163,160,14,,,,,,,a,,1.0,1.0
65,370,4200,160,14,,,,,,,a,,1.0,1.0
66,370,4237,160,14,,,,,,,a,,1.0,1.0
67,370,4274,160,14,,,,,,,a,,1.0,1.0
68,370,4311,160,14,,,,,,,a,,1.0,1.0
69,550,4126,160,14,,,,,,,a,,1.0,1.0
70,550,4163,160,14,,,,,,,a,,1.0,1.0
71,550,4200,160,14,,,,,,,a,,1.0,1.0
