,bx,by,bw,bh,c_div,c_button,c_h1,c_h2,c_p,c_input,element,c_img,p,c_a
0,105,20,150,53,,,,,,,img,1.0,1.0,
1,10,91,29,24,,,,,,,img,1.0,1.0,
2,740,91,24,24,,,,,,,img,1.0,1.0,
3,107,141,16,16,,,,,,,img,1.0,1.0,
4,117,396,240,135,,,,,,,img,1.0,1.0,
5,417,396,240,135,,,,,,,img,1.0,1.0,
6,117,781,240,135,,,,,,,img,1.0,1.0,
7,417,781,240,135,,,,,,,img,1.0,1.0,
8,117,1166,240,135,,,,,,,img,1.0,1.0,
9,417,1166,240,135,,,,,,,img,1.0,1.0,
10,117,1551,240,135,,,,,,,img,1.0,1.0,
11,417,1551,240,135,,,,,,,img,1.0,1.0,
12,117,1936,240,135,,,,,,,img,1.0,1.0,
13,417,1936,240,135,,,,,,,img,1.0,1.0,
14,117,2321,240,135,,,,,,,img,1.0,1.0,
15,417,2321,240,135,,,,,,,img,1.0,1.0,
16,117,2706,240,135,,,,,,,img,1.0,1.0,
17,417,2706,240,135,,,,,,,img,1.0,1.0,
18,117,3091,240,135,,,,,,,img,1.0,1.0,
19,417,3091,240,135,,,,,,,img,1.0,1.0,
20,117,3476,240,135,,,,,,,img,1.0,1.0,
21,417,3476,240,135,,,,,,,img,1.0,1.0,
22,117,3861,240,135,,,,,,,img,1.0,1.0,
23,417,4292,32,32,,,,,,,img,1.0,1.0,
24,417,4392,32,32,,,,,,,img,1.0,1.0,
25,417,4491,44,24,,,,,,,img,1.0,1.0,
26,417,4520,44,24,,,,,,,img,1.0,1.0,
27,567,4667,100,60,,,,,,,img,1.0,1.0,
28,552,4747,115,30,,,,,,,img,1.0,1.0,
29,577,4797,90,30,,,,,,,img,1.0,1.0,
30,617,4847,50,30,,,,,,,img,1.0,1.0,
31,-1548,0,776,30,,,,,,,a,,1.0,1.0
32,105,59,150,18,,,,,,,a,,1.0,1.0
33,0,88,88,32,,,,,,,a,,1.0,1.0
34,730,88,44,32,,,,,,,a,,1.0,1.0
35,-960,122,774,27,,,,,,,a,,1.0,1.0
36,-960,150,774,27,,,,,,,a,,1.0,1.0
37,-960,178,774,27,,,,,,,a,,1.0,1.0
38,-960,206,774,27,,,,,,,a,,1.0,1.0
39,-960,234,774,27,,,,,,,a,,1.0,1.0
40,-960,262,774,27,,,,,,,a,,1.0,1.0
41,-960,290,774,27,,,,,,,a,,1.0,1.0
42,-960,318,774,27,,,,,,,a,,1.0,1.0
43,-960,346,774,27,,,,,,,a,,1.0,1.0
44,-960,374,774,27,,,,,,,a,,1.0,1.0
45,-960,402,774,27,,,,,,,a,,1.0,1.0
46,-960,430,774,27,,,,,,,a,,1.0,1.0
47,-960,458,774,27,,,,,,,a,,1.0,1.0
48,0,122,774,27,,,,,,,a,,1.0,1.0
49,0,150,774,27,,,,,,,a,,1.0,1.0
50,0,178,774,27,,,,,,,a,,1.0,1.0
51,0,206,774,27,,,,,,,a,,1.0,1.0
52,0,234,774,27,,,,,,,a,,1.0,1.0
53,0,262,774,27,,,,,,,a,,1.0,1.0
54,0,290,774,27,,,,,,,a,,1.0,1.0
55,107,142,16,15,,,,,,,a,,1.0,1.0
56,136,142,98,15,,,,,,,a,,1.0,1.0
57,247,142,89,15,,,,,,,a,,1.0,1.0
58,117,517,240,18,,,,,,,a,,1.0,1.0
59,117,544,117,29,,,,,,,a,,1.0,1.0
60,280,648,77,18,,,,,,,a,,1.0,1.0
61,417,517,240,18,,,,,,,a,,1.0,1.0
62,417,544,211,55,,,,,,,a,,1.0,1.0
63,580,694,77,18,,,,,,,a,,1.0,1.0
64,117,902,240,18,,,,,,,a,,1.0,1.0
65,117,929,135,29,,,,,,,a,,1.0,1.0
66,280,1053,77,18,,,,,,,a,,1.0,1.0
67,417,902,240,18,,,,,,,a,,1.0,1.0
68,417,929,166,29,,,,,,,a,,1.0,1.0
69,580,1033,77,18,,,,,,,a,,1.0,1.0
70,117,1287,240,18,,,,,,,a,,1.0,1.0
71,117,1314,206,29,,,,,,,a,,1.0,1.0
72,280,1418,77,18,,,,,,,a,,1.0,1.0
73,417,1287,240,18,,,,,,,a,,1.0,1.0
74,417,1314,118,55,,,,,,,a,,1.0,1.0
75,580,1424,77,18,,,,,,,a,,1.0,1.0
76,117,1672,240,18,,,,,,,a,,1.0,1.0
77,117,1699,165,55,,,,,,,a,,1.0,1.0
78,280,1829,77,18,,,,,,,a,,1.0,1.0
79,417,1672,240,18,,,,,,,a,,1.0,1.0
80,417,1699,193,29,,,,,,,a,,1.0,1.0
81,580,1803,77,18,,,,,,,a,,1.0,1.0
82,117,2057,240,18,,,,,,,a,,1.0,1.0
83,117,2084,165,55,,,,,,,a,,1.0,1.0
84,280,2214,77,18,,,,,,,a,,1.0,1.0
85,417,2057,240,18,,,,,,,a,,1.0,1.0
86,417,2084,171,29,,,,,,,a,,1.0,1.0
87,580,2188,77,18,,,,,,,a,,1.0,1.0
88,117,2442,240,18,,,,,,,a,,1.0,1.0
89,117,2469,187,29,,,,,,,a,,1.0,1.0
90,280,2573,77,18,,,,,,,a,,1.0,1.0
91,417,2442,240,18,,,,,,,a,,1.0,1.0
92,417,2469,176,55,,,,,,,a,,1.0,1.0
93,580,2599,77,18,,,,,,,a,,1.0,1.0
94,117,2827,240,18,,,,,,,a,,1.0,1.0
95,117,2854,237,29,,,,,,,a,,1.0,1.0
96,280,2978,77,18,,,,,,,a,,1.0,1.0
97,417,2827,240,18,,,,,,,a,,1.0,1.0
98,417,2854,178,29,,,,,,,a,,1.0,1.0
99,580,2958,77,18,,,,,,,a,,1.0,1.0
100,117,3212,240,18,,,,,,,a,,1.0,1.0
101,117,3239,127,55,,,,,,,a,,1.0,1.0
102,280,3389,77,18,,,,,,,a,,1.0,1.0
103,417,3212,240,18,,,,,,,a,,1.0,1.0
104,417,3239,180,55,,,,,,,a,,1.0,1.0
105,580,3369,77,18,,,,,,,a,,1.0,1.0
106,117,3597,240,18,,,,,,,a,,1.0,1.0
107,117,3624,115,29,,,,,,,a,,1.0,1.0
108,280,3748,77,18,,,,,,,a,,1.0,1.0
109,417,3597,240,18,,,,,,,a,,1.0,1.0
110,417,3624,151,55,,,,,,,a,,1.0,1.0
111,580,3754,77,18,,,,,,,a,,1.0,1.0
112,117,3982,240,18,,,,,,,a,,1.0,1.0
113,117,4009,77,29,,,,,,,a,,1.0,1.0
114,280,4113,77,18,,,,,,,a,,1.0,1.0
115,432,3898,186,18,,,,,,,a,,1.0,1.0
116,432,3921,223,18,,,,,,,a,,1.0,1.0
117,432,3944,117,18,,,,,,,a,,1.0,1.0
118,432,3967,169,18,,,,,,,a,,1.0,1.0
119,132,4309,90,18,,,,,,,a,,1.0,1.0
120,132,4332,146,18,,,,,,,a,,1.0,1.0
121,117,4391,224,38,,,,,,,a,,1.0,1.0
122,469,4290,153,32,,,,,,,a,,1.0,1.0
123,467,4328,134,46,,,,,,,a,,1.0,1.0
124,469,4390,62,18,,,,,,,a,,1.0,1.0
125,467,4521,72,18,,,,,,,a,,1.0,1.0
126,191,4613,117,18,,,,,,,a,,1.0,1.0
127,87,4657,124,25,,,,,,,a,,1.0,1.0
128,87,4682,103,25,,,,,,,a,,1.0,1.0
129,87,4707,109,25,,,,,,,a,,1.0,1.0
130,87,4732,88,25,,,,,,,a,,1.0,1.0
131,87,4757,195,25,,,,,,,a,,1.0,1.0
132,567,4713,100,18,,,,,,,a,,1.0,1.0
133,552,4763,115,18,,,,,,,a,,1.0,1.0
134,577,4813,90,18,,,,,,,a,,1.0,1.0
135,617,4863,50,18,,,,,,,a,,1.0,1.0
136,107,170,560,44,,,1,,,,h1,,1.0,
137,107,140,124,1,,,,1,,,h2,,1.0,
138,117,546,240,26,,,,1,,,h2,,1.0,
139,417,546,240,52,,,,1,,,h2,,1.0,
140,117,931,240,26,,,,1,,,h2,,1.0,
141,417,931,240,26,,,,1,,,h2,,1.0,
142,117,1316,240,26,,,,1,,,h2,,1.0,
143,417,1316,240,52,,,,1,,,h2,,1.0,
144,117,1701,240,52,,,,1,,,h2,,1.0,
145,417,1701,240,26,,,,1,,,h2,,1.0,
146,117,2086,240,52,,,,1,,,h2,,1.0,
147,417,2086,240,26,,,,1,,,h2,,1.0,
148,117,2471,240,26,,,,1,,,h2,,1.0,
149,417,2471,240,52,,,,1,,,h2,,1.0,
150,117,2856,240,26,,,,1,,,h2,,1.0,
151,417,2856,240,26,,,,1,,,h2,,1.0,
152,117,3241,240,52,,,,1,,,h2,,1.0,
153,417,3241,240,52,,,,1,,,h2,,1.0,
154,117,3626,240,26,,,,1,,,h2,,1.0,
155,417,3626,240,52,,,,1,,,h2,,1.0,
156,117,4011,240,26,,,,1,,,h2,,1.0,
157,417,3861,240,26,,,,1,,,h2,,1.0,
158,117,4246,240,52,,,,1,,,h2,,1.0,
