,bx,by,bw,bh,c_div,c_button,c_h1,c_h2,c_p,c_input,element,c_img,p,c_a
0,179,200,80,80,,,,,,,img,1.0,1.0,
1,637,142,16,16,,,,,,,img,1.0,1.0,
2,704,142,16,16,,,,,,,img,1.0,1.0,
3,732,142,16,16,,,,,,,img,1.0,1.0,
4,102,737,210,118,,,,,,,img,1.0,1.0,
5,316,737,210,118,,,,,,,img,1.0,1.0,
6,530,737,210,118,,,,,,,img,1.0,1.0,
7,744,737,210,118,,,,,,,img,1.0,1.0,
8,958,737,210,118,,,,,,,img,1.0,1.0,
9,1172,737,210,118,,,,,,,img,1.0,1.0,
10,102,1051,210,118,,,,,,,img,1.0,1.0,
11,316,1051,210,118,,,,,,,img,1.0,1.0,
12,530,1051,210,118,,,,,,,img,1.0,1.0,
13,744,1051,210,118,,,,,,,img,1.0,1.0,
14,958,1051,210,118,,,,,,,img,1.0,1.0,
15,1172,1051,210,118,,,,,,,img,1.0,1.0,
16,102,1415,210,118,,,,,,,img,1.0,1.0,
17,316,1415,210,118,,,,,,,img,1.0,1.0,
18,530,1415,210,118,,,,,,,img,1.0,1.0,
19,744,1415,210,118,,,,,,,img,1.0,1.0,
20,958,1415,210,118,,,,,,,img,1.0,1.0,
21,1172,1415,210,118,,,,,,,img,1.0,1.0,
22,102,1729,210,118,,,,,,,img,1.0,1.0,
23,316,1729,210,118,,,,,,,img,1.0,1.0,
24,72,16,80,24,,,,,,,a,,1.0,1.0
25,16,-1000,148,37,,,,,,,a,,1.0,1.0
26,461,8,40,40,,,,,,,a,,1.0,1.0
27,509,8,40,40,,,,,,,a,,1.0,1.0
28,557,8,40,40,,,,,,,a,,1.0,1.0
29,605,8,40,40,,,,,,,a,,1.0,1.0
30,653,8,105,40,,,,,,,a,,1.0,1.0
31,0,68,72,40,,,,,,,a,,1.0,1.0
32,0,108,72,40,,,,,,,a,,1.0,1.0
33,0,148,72,40,,,,,,,a,,1.0,1.0
34,0,188,72,40,,,,,,,a,,1.0,1.0
35,0,228,72,40,,,,,,,a,,1.0,1.0
36,562,222,106,37,,,,,,,a,,1.0,1.0
37,627,132,67,36,,,,,,,a,,1.0,1.0
38,694,132,36,36,,,,,,,a,,1.0,1.0
39,730,132,28,36,,,,,,,a,,1.0,1.0
40,118,364,243,22,,,,,,,a,,1.0,1.0
41,102,606,401,16,,,,,,,a,,1.0,1.0
42,102,693,150,20,,,,,,,a,,1.0,1.0
43,260,685,125,36,,,,,,,a,,1.0,1.0
44,102,737,210,118,,,,,,,a,,1.0,1.0
45,102,866,186,32,,,,,,,a,,1.0,1.0
46,102,906,187,18,,,,,,,a,,1.0,1.0
47,316,737,210,118,,,,,,,a,,1.0,1.0
48,316,866,186,32,,,,,,,a,,1.0,1.0
49,316,906,187,18,,,,,,,a,,1.0,1.0
50,530,737,210,118,,,,,,,a,,1.0,1.0
51,530,866,186,32,,,,,,,a,,1.0,1.0
52,530,906,187,18,,,,,,,a,,1.0,1.0
53,744,737,210,118,,,,,,,a,,1.0,1.0
54,744,866,186,32,,,,,,,a,,1.0,1.0
55,744,906,187,18,,,,,,,a,,1.0,1.0
56,958,737,210,118,,,,,,,a,,1.0,1.0
57,958,866,186,32,,,,,,,a,,1.0,1.0
58,958,906,187,18,,,,,,,a,,1.0,1.0
59,1172,737,210,118,,,,,,,a,,1.0,1.0
60,1172,866,186,32,,,,,,,a,,1.0,1.0
61,1172,906,187,18,,,,,,,a,,1.0,1.0
62,720,776,40,40,,,,,,,a,,1.0,1.0
63,102,1007,253,20,,,,,,,a,,1.0,1.0
64,363,999,125,36,,,,,,,a,,1.0,1.0
65,102,1051,210,118,,,,,,,a,,1.0,1.0
66,102,1180,186,32,,,,,,,a,,1.0,1.0
67,102,1220,187,18,,,,,,,a,,1.0,1.0
68,316,1051,210,118,,,,,,,a,,1.0,1.0
69,316,1180,186,32,,,,,,,a,,1.0,1.0
70,316,1220,85,18,,,,,,,a,,1.0,1.0
71,530,1051,210,118,,,,,,,a,,1.0,1.0
72,530,1180,186,32,,,,,,,a,,1.0,1.0
73,530,1220,187,18,,,,,,,a,,1.0,1.0
74,744,1051,210,118,,,,,,,a,,1.0,1.0
75,744,1180,186,32,,,,,,,a,,1.0,1.0
76,744,1220,187,18,,,,,,,a,,1.0,1.0
77,958,1051,210,118,,,,,,,a,,1.0,1.0
78,958,1180,186,32,,,,,,,a,,1.0,1.0
79,958,1220,187,18,,,,,,,a,,1.0,1.0
80,1172,1051,210,118,,,,,,,a,,1.0,1.0
81,1172,1180,186,32,,,,,,,a,,1.0,1.0
82,1172,1220,187,18,,,,,,,a,,1.0,1.0
83,720,1090,40,40,,,,,,,a,,1.0,1.0
84,102,1321,295,20,,,,,,,a,,1.0,1.0
85,405,1313,125,36,,,,,,,a,,1.0,1.0
86,102,1415,210,118,,,,,,,a,,1.0,1.0
87,102,1544,186,32,,,,,,,a,,1.0,1.0
88,102,1584,187,18,,,,,,,a,,1.0,1.0
89,316,1415,210,118,,,,,,,a,,1.0,1.0
90,316,1544,186,16,,,,,,,a,,1.0,1.0
91,316,1568,187,18,,,,,,,a,,1.0,1.0
92,530,1415,210,118,,,,,,,a,,1.0,1.0
93,530,1544,186,16,,,,,,,a,,1.0,1.0
94,530,1568,187,18,,,,,,,a,,1.0,1.0
95,744,1415,210,118,,,,,,,a,,1.0,1.0
96,744,1544,186,16,,,,,,,a,,1.0,1.0
97,744,1568,187,18,,,,,,,a,,1.0,1.0
98,958,1415,210,118,,,,,,,a,,1.0,1.0
99,958,1544,186,16,,,,,,,a,,1.0,1.0
100,958,1568,187,18,,,,,,,a,,1.0,1.0
101,1172,1415,210,118,,,,,,,a,,1.0,1.0
102,1172,1544,186,32,,,,,,,a,,1.0,1.0
103,1172,1584,187,18,,,,,,,a,,1.0,1.0
104,720,1454,40,40,,,,,,,a,,1.0,1.0
105,102,1685,136,20,,,,,,,a,,1.0,1.0
106,246,1677,125,36,,,,,,,a,,1.0,1.0
107,102,1729,210,118,,,,,,,a,,1.0,1.0
108,102,1858,186,32,,,,,,,a,,1.0,1.0
109,102,1898,187,18,,,,,,,a,,1.0,1.0
110,316,1729,210,118,,,,,,,a,,1.0,1.0
111,316,1858,186,16,,,,,,,a,,1.0,1.0
112,316,1882,187,18,,,,,,,a,,1.0,1.0
113,530,1729,210,118,,,,,,,a,,1.0,1.0
114,530,1858,186,32,,,,,,,a,,1.0,1.0
115,530,1898,187,18,,,,,,,a,,1.0,1.0
116,744,1729,210,118,,,,,,,a,,1.0,1.0
117,744,1858,186,16,,,,,,,a,,1.0,1.0
118,744,1882,187,18,,,,,,,a,,1.0,1.0
119,958,1729,210,118,,,,,,,a,,1.0,1.0
120,958,1858,186,32,,,,,,,a,,1.0,1.0
121,958,1898,187,18,,,,,,,a,,1.0,1.0
122,1172,1729,210,118,,,,,,,a,,1.0,1.0
123,1172,1858,186,32,,,,,,,a,,1.0,1.0
124,1172,1898,187,18,,,,,,,a,,1.0,1.0
125,720,1768,40,40,,,,,,,a,,1.0,1.0
126,102,1999,218,20,,,,,,,a,,1.0,1.0
127,328,1991,125,36,,,,,,,a,,1.0,1.0
128,102,2072,210,118,,,,,,,a,,1.0,1.0
129,102,2201,186,32,,,,,,,a,,1.0,1.0
130,102,2241,187,18,,,,,,,a,,1.0,1.0
131,316,2072,210,118,,,,,,,a,,1.0,1.0
132,316,2201,186,16,,,,,,,a,,1.0,1.0
133,316,2225,187,18,,,,,,,a,,1.0,1.0
134,530,2072,210,118,,,,,,,a,,1.0,1.0
135,530,2201,186,16,,,,,,,a,,1.0,1.0
136,530,2225,187,18,,,,,,,a,,1.0,1.0
137,744,2072,210,118,,,,,,,a,,1.0,1.0
138,744,2201,186,16,,,,,,,a,,1.0,1.0
139,744,2225,187,18,,,,,,,a,,1.0,1.0
140,958,2072,210,118,,,,,,,a,,1.0,1.0
141,958,2201,186,32,,,,,,,a,,1.0,1.0
142,958,2241,187,18,,,,,,,a,,1.0,1.0
143,1172,2072,210,118,,,,,,,a,,1.0,1.0
144,1172,2201,186,16,,,,,,,a,,1.0,1.0
145,1172,2225,187,18,,,,,,,a,,1.0,1.0
146,720,2111,40,40,,,,,,,a,,1.0,1.0
147,102,2342,107,20,,,,,,,a,,1.0,1.0
148,217,2334,125,36,,,,,,,a,,1.0,1.0
149,102,2415,210,118,,,,,,,a,,1.0,1.0
150,102,2544,186,32,,,,,,,a,,1.0,1.0
151,102,2584,65,18,,,,,,,a,,1.0,1.0
152,316,2415,210,118,,,,,,,a,,1.0,1.0
153,316,2544,186,32,,,,,,,a,,1.0,1.0
154,316,2584,65,18,,,,,,,a,,1.0,1.0
155,530,2415,210,118,,,,,,,a,,1.0,1.0
156,530,2544,186,32,,,,,,,a,,1.0,1.0
157,530,2584,65,18,,,,,,,a,,1.0,1.0
158,744,2415,210,118,,,,,,,a,,1.0,1.0
159,744,2544,186,32,,,,,,,a,,1.0,1.0
160,744,2584,65,18,,,,,,,a,,1.0,1.0
161,958,2415,210,118,,,,,,,a,,1.0,1.0
162,958,2544,186,32,,,,,,,a,,1.0,1.0
163,958,2584,65,18,,,,,,,a,,1.0,1.0
164,1172,2415,210,118,,,,,,,a,,1.0,1.0
165,1172,2544,186,32,,,,,,,a,,1.0,1.0
166,1172,2584,52,18,,,,,,,a,,1.0,1.0
167,720,2454,40,40,,,,,,,a,,1.0,1.0
168,102,2685,103,20,,,,,,,a,,1.0,1.0
169,213,2677,125,36,,,,,,,a,,1.0,1.0
170,102,2729,210,118,,,,,,,a,,1.0,1.0
171,102,2858,186,32,,,,,,,a,,1.0,1.0
