,bx,by,bw,bh,c_div,c_button,c_h1,c_h2,c_p,c_input,element,c_img,p,c_a
0,105,20,150,53,,,,,,,img,1.0,1.0,
1,10,91,29,24,,,,,,,img,1.0,1.0,
2,740,91,24,24,,,,,,,img,1.0,1.0,
3,107,141,16,16,,,,,,,img,1.0,1.0,
4,507,224,160,51,,,,,,,img,1.0,1.0,
5,517,346,44,24,,,,,,,img,1.0,1.0,
6,517,391,44,24,,,,,,,img,1.0,1.0,
7,517,420,44,24,,,,,,,img,1.0,1.0,
8,567,980,100,60,,,,,,,img,1.0,1.0,
9,552,1060,115,30,,,,,,,img,1.0,1.0,
10,577,1110,90,30,,,,,,,img,1.0,1.0,
11,617,1160,50,30,,,,,,,img,1.0,1.0,
12,-1548,0,776,30,,,,,,,a,,1.0,1.0
13,105,59,150,18,,,,,,,a,,1.0,1.0
14,0,88,88,32,,,,,,,a,,1.0,1.0
15,730,88,44,32,,,,,,,a,,1.0,1.0
16,107,142,16,15,,,,,,,a,,1.0,1.0
17,567,392,72,18,,,,,,,a,,1.0,1.0
18,567,421,80,38,,,,,,,a,,1.0,1.0
19,191,926,240,18,,,,,,,a,,1.0,1.0
20,87,970,124,25,,,,,,,a,,1.0,1.0
21,87,995,103,25,,,,,,,a,,1.0,1.0
22,87,1020,109,25,,,,,,,a,,1.0,1.0
23,87,1045,88,25,,,,,,,a,,1.0,1.0
24,87,1070,195,25,,,,,,,a,,1.0,1.0
25,567,1026,100,18,,,,,,,a,,1.0,1.0
26,552,1076,115,18,,,,,,,a,,1.0,1.0
27,577,1126,90,18,,,,,,,a,,1.0,1.0
28,617,1176,50,18,,,,,,,a,,1.0,1.0
29,107,170,560,44,,,1,,,,h1,,1.0,
30,107,140,124,1,,,,1,,,h2,,1.0,
31,517,310,140,26,,,,1,,,h2,,1.0,
