,bx,by,bw,bh,c_div,c_button,c_h1,c_h2,c_p,c_input,element,c_img,p,c_a
0,105,20,150,53,,,,,,,img,1.0,1.0,
1,255,20,66,51,,,,,,,img,1.0,1.0,
2,10,100,29,24,,,,,,,img,1.0,1.0,
3,740,100,24,24,,,,,,,img,1.0,1.0,
4,107,150,16,16,,,,,,,img,1.0,1.0,
5,107,267,560,315,,,,,,,img,1.0,1.0,
6,107,1147,260,146,,,,,,,img,1.0,1.0,
7,407,1147,260,146,,,,,,,img,1.0,1.0,
8,107,1364,260,146,,,,,,,img,1.0,1.0,
9,407,1364,260,146,,,,,,,img,1.0,1.0,
10,107,1580,260,146,,,,,,,img,1.0,1.0,
11,407,1580,260,146,,,,,,,img,1.0,1.0,
12,567,1867,100,60,,,,,,,img,1.0,1.0,
13,552,1947,115,30,,,,,,,img,1.0,1.0,
14,577,1997,90,30,,,,,,,img,1.0,1.0,
15,617,2047,50,30,,,,,,,img,1.0,1.0,
16,-1548,0,776,30,,,,,,,a,,1.0,1.0
17,105,59,150,18,,,,,,,a,,1.0,1.0
18,321,25,91,22,,,,,,,a,,1.0,1.0
19,321,47,50,17,,,,,,,a,,1.0,1.0
20,0,97,88,32,,,,,,,a,,1.0,1.0
21,730,97,44,32,,,,,,,a,,1.0,1.0
22,107,151,16,15,,,,,,,a,,1.0,1.0
23,136,151,65,15,,,,,,,a,,1.0,1.0
24,107,1280,260,18,,,,,,,a,,1.0,1.0
25,107,1300,115,22,,,,,,,a,,1.0,1.0
26,407,1280,260,18,,,,,,,a,,1.0,1.0
27,407,1300,112,22,,,,,,,a,,1.0,1.0
28,107,1496,260,18,,,,,,,a,,1.0,1.0
29,107,1516,145,22,,,,,,,a,,1.0,1.0
30,407,1496,260,18,,,,,,,a,,1.0,1.0
31,407,1516,146,22,,,,,,,a,,1.0,1.0
32,107,1713,260,18,,,,,,,a,,1.0,1.0
33,107,1733,199,47,,,,,,,a,,1.0,1.0
34,407,1713,260,18,,,,,,,a,,1.0,1.0
35,407,1733,198,22,,,,,,,a,,1.0,1.0
36,191,1814,200,18,,,,,,,a,,1.0,1.0
37,87,1857,124,25,,,,,,,a,,1.0,1.0
38,87,1882,103,25,,,,,,,a,,1.0,1.0
39,87,1907,109,25,,,,,,,a,,1.0,1.0
40,87,1932,88,25,,,,,,,a,,1.0,1.0
41,87,1957,195,25,,,,,,,a,,1.0,1.0
42,567,1913,100,18,,,,,,,a,,1.0,1.0
43,552,1963,115,18,,,,,,,a,,1.0,1.0
44,577,2013,90,18,,,,,,,a,,1.0,1.0
45,617,2063,50,18,,,,,,,a,,1.0,1.0
46,321,26,350,20,,,1,,,,h1,,1.0,
47,107,179,560,78,,,1,,,,h1,,1.0,
48,107,149,124,1,,,,1,,,h2,,1.0,
