,bx,by,bw,bh,c_div,c_button,c_h1,c_h2,c_p,c_input,element,c_img,p,c_a
0,27,80,314,84,,,,,,,img,1.0,1.0,
1,-774,204,774,232,,,,,,,img,1.0,1.0,
2,0,204,774,232,,,,,,,img,1.0,1.0,
3,774,204,774,232,,,,,,,img,1.0,1.0,
4,1548,204,774,232,,,,,,,img,1.0,1.0,
5,2322,204,774,232,,,,,,,img,1.0,1.0,
6,3096,204,774,232,,,,,,,img,1.0,1.0,
7,3870,204,774,232,,,,,,,img,1.0,1.0,
8,-1349,642,304,153,,,,,,,img,1.0,1.0,
9,-1005,642,304,153,,,,,,,img,1.0,1.0,
10,-661,642,304,153,,,,,,,img,1.0,1.0,
11,-317,642,304,153,,,,,,,img,1.0,1.0,
12,27,642,304,153,,,,,,,img,1.0,1.0,
13,371,642,304,153,,,,,,,img,1.0,1.0,
14,715,642,304,153,,,,,,,img,1.0,1.0,
15,1059,642,304,153,,,,,,,img,1.0,1.0,
16,1403,642,304,153,,,,,,,img,1.0,1.0,
17,1747,642,304,153,,,,,,,img,1.0,1.0,
18,2091,642,304,153,,,,,,,img,1.0,1.0,
19,2435,642,304,153,,,,,,,img,1.0,1.0,
20,27,917,600,300,,,,,,,img,1.0,1.0,
21,27,1316,600,300,,,,,,,img,1.0,1.0,
22,27,1703,345,123,,,,,,,img,1.0,1.0,
23,402,1703,345,123,,,,,,,img,1.0,1.0,
24,709,0,65,40,,,,,,,a,,1.0,1.0
25,15,0,47,41,,,,,,,a,,1.0,1.0
26,65,1,126,40,,,,,,,a,,1.0,1.0
27,27,80,314,84,,,,,,,a,,1.0,1.0
28,497,91,36,11,,,,,,,a,,1.0,1.0
29,537,91,36,11,,,,,,,a,,1.0,1.0
30,576,91,36,11,,,,,,,a,,1.0,1.0
31,616,91,36,11,,,,,,,a,,1.0,1.0
32,774,0,229,42,,,,,,,a,,1.0,1.0
33,774,42,229,42,,,,,,,a,,1.0,1.0
34,774,84,229,42,,,,,,,a,,1.0,1.0
35,774,126,229,42,,,,,,,a,,1.0,1.0
36,774,168,229,42,,,,,,,a,,1.0,1.0
37,774,210,229,42,,,,,,,a,,1.0,1.0
38,774,252,229,42,,,,,,,a,,1.0,1.0
39,774,294,229,42,,,,,,,a,,1.0,1.0
40,-774,204,774,232,,,,,,,a,,1.0,1.0
41,-754,452,303,33,,,,,,,a,,1.0,1.0
42,0,204,774,232,,,,,,,a,,1.0,1.0
43,20,452,177,33,,,,,,,a,,1.0,1.0
44,774,204,774,232,,,,,,,a,,1.0,1.0
45,794,452,679,33,,,,,,,a,,1.0,1.0
46,1548,204,774,232,,,,,,,a,,1.0,1.0
47,1568,452,272,33,,,,,,,a,,1.0,1.0
48,2322,204,774,232,,,,,,,a,,1.0,1.0
49,2342,452,533,33,,,,,,,a,,1.0,1.0
50,3096,204,774,232,,,,,,,a,,1.0,1.0
51,3116,452,303,33,,,,,,,a,,1.0,1.0
52,3870,204,774,232,,,,,,,a,,1.0,1.0
53,3890,452,177,33,,,,,,,a,,1.0,1.0
54,-1349,708,304,19,,,,,,,a,,1.0,1.0
55,-1349,779,304,36,,,,,,,a,,1.0,1.0
56,-1005,708,304,19,,,,,,,a,,1.0,1.0
57,-1108,779,304,36,,,,,,,a,,1.0,1.0
58,-920,708,304,19,,,,,,,a,,1.0,1.0
59,-1058,759,304,56,,,,,,,a,,1.0,1.0
60,-788,708,304,19,,,,,,,a,,1.0,1.0
61,-871,779,304,36,,,,,,,a,,1.0,1.0
62,-567,708,304,19,,,,,,,a,,1.0,1.0
63,-610,779,304,36,,,,,,,a,,1.0,1.0
64,-294,708,304,19,,,,,,,a,,1.0,1.0
65,-310,779,304,36,,,,,,,a,,1.0,1.0
66,27,708,304,19,,,,,,,a,,1.0,1.0
67,27,759,304,56,,,,,,,a,,1.0,1.0
68,371,708,304,19,,,,,,,a,,1.0,1.0
69,371,779,304,36,,,,,,,a,,1.0,1.0
70,715,708,304,19,,,,,,,a,,1.0,1.0
71,715,779,304,36,,,,,,,a,,1.0,1.0
72,1059,708,304,19,,,,,,,a,,1.0,1.0
73,1059,779,304,36,,,,,,,a,,1.0,1.0
74,1403,708,304,19,,,,,,,a,,1.0,1.0
75,1403,759,304,56,,,,,,,a,,1.0,1.0
76,1747,708,304,19,,,,,,,a,,1.0,1.0
77,1747,779,304,36,,,,,,,a,,1.0,1.0
78,27,1056,600,19,,,,,,,a,,1.0,1.0
79,27,1455,600,19,,,,,,,a,,1.0,1.0
80,27,1754,345,19,,,,,,,a,,1.0,1.0
81,27,1840,133,25,,,,,,,a,,1.0,1.0
82,402,1754,345,19,,,,,,,a,,1.0,1.0
83,402,1840,257,48,,,,,,,a,,1.0,1.0
84,352,2710,116,17,,,,,,,a,,1.0,1.0
85,576,2623,31,17,,,,,,,a,,1.0,1.0
86,607,2623,32,17,,,,,,,a,,1.0,1.0
87,639,2623,31,17,,,,,,,a,,1.0,1.0
88,670,2623,28,17,,,,,,,a,,1.0,1.0
89,585,2668,104,17,,,,,,,a,,1.0,1.0
90,594,2698,86,17,,,,,,,a,,1.0,1.0
91,27,590,720,32,,,,1,,,h2,,1.0,
92,27,865,654,32,,,,1,,,h2,,1.0,
93,27,1264,654,32,,,,1,,,h2,,1.0,
94,27,1636,720,32,,,,1,,,h2,,1.0,
95,734,41,40,40,,1,,,,,button,,1.0,
96,452,126,173,35,,,,,,1,input,,1.0,
97,628,126,69,34,,,,,,1,input,,1.0,
