,bx,by,bw,bh,c_div,c_button,c_h1,c_h2,c_p,c_input,element,c_img,p,c_a
0,105,20,150,53,,,,,,,img,1.0,1.0,
1,10,91,29,24,,,,,,,img,1.0,1.0,
2,740,91,24,24,,,,,,,img,1.0,1.0,
3,107,141,16,16,,,,,,,img,1.0,1.0,
4,517,366,44,24,,,,,,,img,1.0,1.0,
5,517,395,44,24,,,,,,,img,1.0,1.0,
6,567,1300,100,60,,,,,,,img,1.0,1.0,
7,552,1380,115,30,,,,,,,img,1.0,1.0,
8,577,1430,90,30,,,,,,,img,1.0,1.0,
9,617,1480,50,30,,,,,,,img,1.0,1.0,
10,-1548,0,776,30,,,,,,,a,,1.0,1.0
11,105,59,150,18,,,,,,,a,,1.0,1.0
12,0,88,88,32,,,,,,,a,,1.0,1.0
13,730,88,44,32,,,,,,,a,,1.0,1.0
14,107,142,16,15,,,,,,,a,,1.0,1.0
15,136,142,29,15,,,,,,,a,,1.0,1.0
16,517,271,90,18,,,,,,,a,,1.0,1.0
17,567,396,72,18,,,,,,,a,,1.0,1.0
18,191,1246,120,18,,,,,,,a,,1.0,1.0
19,87,1290,124,25,,,,,,,a,,1.0,1.0
20,87,1315,103,25,,,,,,,a,,1.0,1.0
21,87,1340,109,25,,,,,,,a,,1.0,1.0
22,87,1365,88,25,,,,,,,a,,1.0,1.0
23,87,1390,195,25,,,,,,,a,,1.0,1.0
24,567,1346,100,18,,,,,,,a,,1.0,1.0
25,552,1396,115,18,,,,,,,a,,1.0,1.0
26,577,1446,90,18,,,,,,,a,,1.0,1.0
27,617,1496,50,18,,,,,,,a,,1.0,1.0
28,107,170,560,44,,,1,,,,h1,,1.0,
29,107,140,124,1,,,,1,,,h2,,1.0,
30,517,234,140,26,,,,1,,,h2,,1.0,
31,517,330,140,26,,,,1,,,h2,,1.0,
