,bx,by,bw,bh,c_div,c_button,c_h1,c_h2,c_p,c_input,element,c_img,p,c_a
0,105,20,150,53,,,,,,,img,1.0,1.0,
1,255,20,66,51,,,,,,,img,1.0,1.0,
2,10,100,29,24,,,,,,,img,1.0,1.0,
3,740,100,24,24,,,,,,,img,1.0,1.0,
4,117,732,140,79,,,,,,,img,1.0,1.0,
5,317,732,140,79,,,,,,,img,1.0,1.0,
6,517,732,140,79,,,,,,,img,1.0,1.0,
7,317,1480,140,79,,,,,,,img,1.0,1.0,
8,517,1659,32,32,,,,,,,img,1.0,1.0,
9,517,1724,32,32,,,,,,,img,1.0,1.0,
10,517,1789,32,32,,,,,,,img,1.0,1.0,
11,517,1854,32,32,,,,,,,img,1.0,1.0,
12,567,2008,100,60,,,,,,,img,1.0,1.0,
13,552,2088,115,30,,,,,,,img,1.0,1.0,
14,577,2138,90,30,,,,,,,img,1.0,1.0,
15,617,2188,50,30,,,,,,,img,1.0,1.0,
16,-1548,0,776,30,,,,,,,a,,1.0,1.0
17,105,59,150,18,,,,,,,a,,1.0,1.0
18,321,19,75,22,,,,,,,a,,1.0,1.0
19,0,97,88,32,,,,,,,a,,1.0,1.0
20,730,97,44,32,,,,,,,a,,1.0,1.0
21,107,154,534,34,,,,,,,a,,1.0,1.0
22,107,188,534,34,,,,,,,a,,1.0,1.0
23,107,222,534,34,,,,,,,a,,1.0,1.0
24,127,372,137,15,,,,,,,a,,1.0,1.0
25,127,402,115,15,,,,,,,a,,1.0,1.0
26,127,498,293,29,,,,,,,a,,1.0,1.0
27,127,540,35,34,,,,,,,a,,1.0,1.0
28,168,540,36,34,,,,,,,a,,1.0,1.0
29,210,540,35,34,,,,,,,a,,1.0,1.0
30,251,540,35,34,,,,,,,a,,1.0,1.0
31,292,540,36,34,,,,,,,a,,1.0,1.0
32,334,540,34,34,,,,,,,a,,1.0,1.0
33,374,540,34,34,,,,,,,a,,1.0,1.0
34,414,540,36,34,,,,,,,a,,1.0,1.0
35,456,540,37,34,,,,,,,a,,1.0,1.0
36,499,540,30,34,,,,,,,a,,1.0,1.0
37,535,540,34,34,,,,,,,a,,1.0,1.0
38,575,540,35,34,,,,,,,a,,1.0,1.0
39,127,582,34,34,,,,,,,a,,1.0,1.0
40,167,582,39,34,,,,,,,a,,1.0,1.0
41,212,582,36,34,,,,,,,a,,1.0,1.0
42,254,582,36,34,,,,,,,a,,1.0,1.0
43,296,582,35,34,,,,,,,a,,1.0,1.0
44,337,582,36,34,,,,,,,a,,1.0,1.0
45,379,582,35,34,,,,,,,a,,1.0,1.0
46,420,582,35,34,,,,,,,a,,1.0,1.0
47,461,582,35,34,,,,,,,a,,1.0,1.0
48,502,582,35,34,,,,,,,a,,1.0,1.0
49,543,582,36,34,,,,,,,a,,1.0,1.0
50,585,582,39,34,,,,,,,a,,1.0,1.0
51,127,624,35,34,,,,,,,a,,1.0,1.0
52,168,624,35,34,,,,,,,a,,1.0,1.0
53,209,624,35,34,,,,,,,a,,1.0,1.0
54,117,823,92,55,,,,,,,a,,1.0,1.0
55,317,823,76,81,,,,,,,a,,1.0,1.0
56,517,823,117,55,,,,,,,a,,1.0,1.0
57,117,1041,80,29,,,,,,,a,,1.0,1.0
58,162,1090,88,58,,,,,,,a,,1.0,1.0
59,162,1170,83,58,,,,,,,a,,1.0,1.0
60,162,1250,88,118,,,,,,,a,,1.0,1.0
61,162,1390,84,38,,,,,,,a,,1.0,1.0
62,162,1455,95,118,,,,,,,a,,1.0,1.0
63,162,1595,90,98,,,,,,,a,,1.0,1.0
64,317,1041,92,29,,,,,,,a,,1.0,1.0
65,362,1090,85,38,,,,,,,a,,1.0,1.0
66,362,1165,87,98,,,,,,,a,,1.0,1.0
67,362,1285,64,58,,,,,,,a,,1.0,1.0
68,317,1432,140,29,,,,,,,a,,1.0,1.0
69,317,1565,117,78,,,,,,,a,,1.0,1.0
70,532,1106,67,18,,,,,,,a,,1.0,1.0
71,532,1129,61,18,,,,,,,a,,1.0,1.0
72,532,1152,93,38,,,,,,,a,,1.0,1.0
73,532,1195,94,18,,,,,,,a,,1.0,1.0
74,532,1218,65,18,,,,,,,a,,1.0,1.0
75,532,1241,118,18,,,,,,,a,,1.0,1.0
76,532,1264,107,38,,,,,,,a,,1.0,1.0
77,532,1307,96,18,,,,,,,a,,1.0,1.0
78,532,1329,113,38,,,,,,,a,,1.0,1.0
79,532,1478,110,18,,,,,,,a,,1.0,1.0
80,532,1501,106,18,,,,,,,a,,1.0,1.0
81,532,1524,72,38,,,,,,,a,,1.0,1.0
82,517,1677,32,18,,,,,,,a,,1.0,1.0
83,569,1665,78,38,,,,,,,a,,1.0,1.0
