,bx,by,bw,bh,c_div,c_button,c_h1,c_h2,c_p,c_input,element,c_img,p,c_a
0,15,4,170,86,,,,,,,img,1.0,1.0,
1,-734,50,170,86,,,,,,,img,1.0,1.0,
2,-722,618,40,40,,,,,,,img,1.0,1.0,
3,-676,624,27,27,,,,,,,img,1.0,1.0,
4,-634,624,27,27,,,,,,,img,1.0,1.0,
5,-819,-20,804,500,,,,,,,img,1.0,1.0,
6,-15,-20,804,500,,,,,,,img,1.0,1.0,
7,789,-20,804,500,,,,,,,img,1.0,1.0,
8,1593,-20,804,500,,,,,,,img,1.0,1.0,
9,2397,-20,804,500,,,,,,,img,1.0,1.0,
10,737,516,42,42,,,,,,,img,1.0,1.0,
11,783,522,25,25,,,,,,,img,1.0,1.0,
12,809,511,25,25,,,,,,,img,1.0,1.0,
13,144,567,80,72,,,,,,,img,1.0,1.0,
14,548,567,80,72,,,,,,,img,1.0,1.0,
15,144,837,80,72,,,,,,,img,1.0,1.0,
16,548,837,80,72,,,,,,,img,1.0,1.0,
17,144,1107,80,72,,,,,,,img,1.0,1.0,
18,548,1107,80,72,,,,,,,img,1.0,1.0,
19,-63,1895,300,450,,,,,,,img,1.0,1.0,
20,237,1895,300,450,,,,,,,img,1.0,1.0,
21,537,1895,300,450,,,,,,,img,1.0,1.0,
22,837,1895,300,450,,,,,,,img,1.0,1.0,
23,1137,1895,300,450,,,,,,,img,1.0,1.0,
24,624,552,120,33,,,,,,,a,,1.0,1.0
25,466,558,66,21,,,,,,,a,,1.0,1.0
26,-134,55,78,51,,,,,,,a,,1.0,1.0
27,-774,176,182,58,,,,,,,a,,1.0,1.0
28,-774,234,155,58,,,,,,,a,,1.0,1.0
29,-774,292,139,58,,,,,,,a,,1.0,1.0
30,-774,350,182,58,,,,,,,a,,1.0,1.0
31,-774,408,168,58,,,,,,,a,,1.0,1.0
32,-714,476,164,42,,,,,,,a,,1.0,1.0
33,-719,625,34,22,,,,,,,a,,1.0,1.0
34,-681,625,37,22,,,,,,,a,,1.0,1.0
35,-639,625,37,22,,,,,,,a,,1.0,1.0
36,-472,583,102,15,,,,,,,a,,1.0,1.0
37,690,30,54,63,,,,,,,a,,1.0,1.0
38,-763,298,355,117,,,,,,,a,,1.0,1.0
39,-819,-15,804,500,,,,,,,a,,1.0,1.0
40,41,337,353,78,,,,,,,a,,1.0,1.0
41,-15,-15,804,500,,,,,,,a,,1.0,1.0
42,845,298,307,117,,,,,,,a,,1.0,1.0
43,789,-15,804,500,,,,,,,a,,1.0,1.0
44,1649,298,355,117,,,,,,,a,,1.0,1.0
45,1593,-15,804,500,,,,,,,a,,1.0,1.0
46,2453,337,353,78,,,,,,,a,,1.0,1.0
47,2397,-15,804,500,,,,,,,a,,1.0,1.0
48,338,505,14,14,,,,,,,a,,1.0,1.0
49,372,505,14,14,,,,,,,a,,1.0,1.0
50,406,505,14,14,,,,,,,a,,1.0,1.0
51,629,392,120,18,,,,,,,a,,1.0,1.0
52,1269,334,150,86,,,,,,,a,,1.0,1.0
53,639,424,38,22,,,,,,,a,,1.0,1.0
54,681,424,33,22,,,,,,,a,,1.0,1.0
55,719,424,33,22,,,,,,,a,,1.0,1.0
56,5,567,359,195.890625,,,,,,,a,,1.0,1.0
57,408,567,359,195.890625,,,,,,,a,,1.0,1.0
58,5,837,359,195.890625,,,,,,,a,,1.0,1.0
59,408,837,359,195.890625,,,,,,,a,,1.0,1.0
60,5,1107,359,169.890625,,,,,,,a,,1.0,1.0
61,408,1107,359,195.890625,,,,,,,a,,1.0,1.0
62,90,1753,129,52,,,,,,,a,,1.0,1.0
63,-281,2136,125,18,,,,,,,a,,1.0,1.0
64,4,2136,173,18,,,,,,,a,,1.0,1.0
65,298,2136,183,18,,,,,,,a,,1.0,1.0
66,597,2136,125,18,,,,,,,a,,1.0,1.0
67,897,2136,173,18,,,,,,,a,,1.0,1.0
68,482,1877,30,30,,,,,,,a,,1.0,1.0
69,507,1877,30,30,,,,,,,a,,1.0,1.0
70,87,2753,363,68,,,,,,,a,,1.0,1.0
71,331,2984,363,68,,,,,,,a,,1.0,1.0
72,87,3237,363,87,,,,,,,a,,1.0,1.0
73,38,3462,121,18,,,,,,,a,,1.0,1.0
74,38,3566,144,18,,,,,,,a,,1.0,1.0
75,850,3462,97,18,,,,,,,a,,1.0,1.0
76,690,3592,30,18,,,,,,,a,,1.0,1.0
77,723,3592,107,18,,,,,,,a,,1.0,1.0
78,664,3618,115,18,,,,,,,a,,1.0,1.0
79,977,3462,121,18,,,,,,,a,,1.0,1.0
80,977,3566,144,18,,,,,,,a,,1.0,1.0
81,54,3778,190,22,,,,,,,a,,1.0,1.0
82,54,3809,155,22,,,,,,,a,,1.0,1.0
83,54,3840,116,22,,,,,,,a,,1.0,1.0
84,112,3969,149,22,,,,,,,a,,1.0,1.0
85,614,35,40,45,,1,,,,,button,,1.0,
