,bx,by,bw,bh,c_div,c_button,c_h1,c_h2,c_p,c_input,element,c_img,p,c_a
0,105,20,150,53,,,,,,,img,1.0,1.0,
1,10,91,29,24,,,,,,,img,1.0,1.0,
2,740,91,24,24,,,,,,,img,1.0,1.0,
3,-446,120,1667,500,,,,,,,img,1.0,1.0,
4,330,120,1667,500,,,,,,,img,1.0,1.0,
5,107,736,560,315,,,,,,,img,1.0,1.0,
6,107,1188,260,146,,,,,,,img,1.0,1.0,
7,407,1188,260,146,,,,,,,img,1.0,1.0,
8,107,1522,560,315,,,,,,,img,1.0,1.0,
9,107,2329,260,147,,,,,,,img,1.0,1.0,
10,407,2329,260,147,,,,,,,img,1.0,1.0,
11,107,2571,260,147,,,,,,,img,1.0,1.0,
12,407,2571,260,147,,,,,,,img,1.0,1.0,
13,-613,2944,2000,400,,,,,,,img,1.0,1.0,
14,107,3480,280,158,,,,,,,img,1.0,1.0,
15,387,3656,280,158,,,,,,,img,1.0,1.0,
16,107,3834,280,158,,,,,,,img,1.0,1.0,
17,387,4010,280,158,,,,,,,img,1.0,1.0,
18,107,4188,280,158,,,,,,,img,1.0,1.0,
19,387,4364,280,158,,,,,,,img,1.0,1.0,
20,107,4838,560,315,,,,,,,img,1.0,1.0,
21,107,5259,260,146,,,,,,,img,1.0,1.0,
22,407,5259,260,146,,,,,,,img,1.0,1.0,
23,-613,5630,2000,400,,,,,,,img,1.0,1.0,
24,262,6855,32,32,,,,,,,img,1.0,1.0,
25,313,6855,32,32,,,,,,,img,1.0,1.0,
26,363,6855,32,32,,,,,,,img,1.0,1.0,
27,414,6855,32,32,,,,,,,img,1.0,1.0,
28,465,6855,32,32,,,,,,,img,1.0,1.0,
29,567,6961,100,60,,,,,,,img,1.0,1.0,
30,552,7041,115,30,,,,,,,img,1.0,1.0,
31,577,7091,90,30,,,,,,,img,1.0,1.0,
32,617,7141,50,30,,,,,,,img,1.0,1.0,
33,-1548,0,776,30,,,,,,,a,,1.0,1.0
34,105,59,150,18,,,,,,,a,,1.0,1.0
35,0,88,88,32,,,,,,,a,,1.0,1.0
36,730,88,44,32,,,,,,,a,,1.0,1.0
37,0,606,1667,18,,,,,,,a,,1.0,1.0
38,350,495,76,40,,,,,,,a,,1.0,1.0
39,776,606,1667,18,,,,,,,a,,1.0,1.0
40,1108,495,112,40,,,,,,,a,,1.0,1.0
41,107,1037,560,18,,,,,,,a,,1.0,1.0
42,127,1104,391,22,,,,,,,a,,1.0,1.0
43,107,1321,260,18,,,,,,,a,,1.0,1.0
44,127,1388,214,72,,,,,,,a,,1.0,1.0
45,407,1321,260,18,,,,,,,a,,1.0,1.0
46,427,1388,210,72,,,,,,,a,,1.0,1.0
47,107,1823,560,18,,,,,,,a,,1.0,1.0
48,127,1890,430,22,,,,,,,a,,1.0,1.0
49,133,1984,143,66,,,,,,,a,,1.0,1.0
50,316,1984,142,66,,,,,,,a,,1.0,1.0
51,498,1984,143,66,,,,,,,a,,1.0,1.0
52,107,2462,260,18,,,,,,,a,,1.0,1.0
53,136,2487,202,22,,,,,,,a,,1.0,1.0
54,407,2462,260,18,,,,,,,a,,1.0,1.0
55,441,2487,192,22,,,,,,,a,,1.0,1.0
56,107,2704,260,18,,,,,,,a,,1.0,1.0
57,121,2728,232,22,,,,,,,a,,1.0,1.0
58,407,2704,260,18,,,,,,,a,,1.0,1.0
59,445,2728,184,22,,,,,,,a,,1.0,1.0
60,117,2850,150,22,,,,,,,a,,1.0,1.0
61,281,2850,89,22,,,,,,,a,,1.0,1.0
62,385,2850,109,22,,,,,,,a,,1.0,1.0
63,508,2850,138,22,,,,,,,a,,1.0,1.0
64,248,2874,100,22,,,,,,,a,,1.0,1.0
65,363,2874,163,22,,,,,,,a,,1.0,1.0
66,0,3330,2000,18,,,,,,,a,,1.0,1.0
67,180,3180,413,55,,,,,,,a,,1.0,1.0
68,107,3623,280,18,,,,,,,a,,1.0,1.0
69,387,3533,280,50,,,,,,,a,,1.0,1.0
70,387,3800,280,18,,,,,,,a,,1.0,1.0
71,107,3722,280,25,,,,,,,a,,1.0,1.0
72,107,3977,280,18,,,,,,,a,,1.0,1.0
73,444,3900,166,25,,,,,,,a,,1.0,1.0
74,387,4154,280,18,,,,,,,a,,1.0,1.0
75,150,4076,194,25,,,,,,,a,,1.0,1.0
76,107,4331,280,18,,,,,,,a,,1.0,1.0
77,387,4241,280,50,,,,,,,a,,1.0,1.0
78,387,4508,280,18,,,,,,,a,,1.0,1.0
79,107,4418,280,50,,,,,,,a,,1.0,1.0
80,150,4598,164,22,,,,,,,a,,1.0,1.0
81,329,4598,130,22,,,,,,,a,,1.0,1.0
82,349,4598,278,47,,,,,,,a,,1.0,1.0
83,107,5140,560,18,,,,,,,a,,1.0,1.0
84,152,5165,300,22,,,,,,,a,,1.0,1.0
85,107,5391,260,18,,,,,,,a,,1.0,1.0
86,152,5416,170,72,,,,,,,a,,1.0,1.0
87,407,5391,260,18,,,,,,,a,,1.0,1.0
88,452,5416,172,47,,,,,,,a,,1.0,1.0
89,282,5545,209,40,,,,,,,a,,1.0,1.0
90,0,6016,2000,18,,,,,,,a,,1.0,1.0
91,252,5932,269,29,,,,,,,a,,1.0,1.0
92,107,6114,213,15,,,,,,,a,,1.0,1.0
93,107,6147,186,15,,,,,,,a,,1.0,1.0
94,107,6179,214,15,,,,,,,a,,1.0,1.0
95,107,6211,223,35,,,,,,,a,,1.0,1.0
96,107,6264,189,15,,,,,,,a,,1.0,1.0
97,107,6296,111,15,,,,,,,a,,1.0,1.0
98,107,6329,132,15,,,,,,,a,,1.0,1.0
99,407,6114,103,15,,,,,,,a,,1.0,1.0
100,407,6147,125,15,,,,,,,a,,1.0,1.0
101,407,6179,92,15,,,,,,,a,,1.0,1.0
102,407,6211,60,15,,,,,,,a,,1.0,1.0
103,407,6244,76,15,,,,,,,a,,1.0,1.0
104,407,6328,81,15,,,,,,,a,,1.0,1.0
105,407,6361,79,15,,,,,,,a,,1.0,1.0
106,407,6393,48,15,,,,,,,a,,1.0,1.0
107,107,6488,82,15,,,,,,,a,,1.0,1.0
108,107,6520,70,15,,,,,,,a,,1.0,1.0
109,107,6553,143,15,,,,,,,a,,1.0,1.0
110,107,6585,126,15,,,,,,,a,,1.0,1.0
111,107,6669,31,15,,,,,,,a,,1.0,1.0
112,107,6702,27,15,,,,,,,a,,1.0,1.0
113,107,6734,35,15,,,,,,,a,,1.0,1.0
114,107,6767,50,15,,,,,,,a,,1.0,1.0
115,107,6799,51,15,,,,,,,a,,1.0,1.0
116,407,6444,260,43,,,,,,,a,,1.0,1.0
117,407,6507,260,43,,,,,,,a,,1.0,1.0
118,407,6570,260,43,,,,,,,a,,1.0,1.0
119,407,6633,260,43,,,,,,,a,,1.0,1.0
120,262,6873,47,18,,,,,,,a,,1.0,1.0
121,313,6873,47,18,,,,,,,a,,1.0,1.0
122,363,6873,47,18,,,,,,,a,,1.0,1.0
123,414,6873,47,18,,,,,,,a,,1.0,1.0
124,465,6873,47,18,,,,,,,a,,1.0,1.0
125,87,6951,124,25,,,,,,,a,,1.0,1.0
126,87,6976,103,25,,,,,,,a,,1.0,1.0
127,87,7001,109,25,,,,,,,a,,1.0,1.0
128,87,7026,88,25,,,,,,,a,,1.0,1.0
129,87,7051,195,25,,,,,,,a,,1.0,1.0
130,567,7007,100,18,,,,,,,a,,1.0,1.0
131,552,7057,115,18,,,,,,,a,,1.0,1.0
132,577,7107,90,18,,,,,,,a,,1.0,1.0
133,617,7157,50,18,,,,,,,a,,1.0,1.0
134,107,640,560,46,,,,1,,,h2,,1.0,
135,107,2140,560,56,,,,1,,,h2,,1.0,
136,107,2812,560,26,,,,1,,,h2,,1.0,
137,127,3182,519,52,,,,1,,,h2,,1.0,
138,127,3384,523,56,,,,1,,,h2,,1.0,
139,127,4562,523,26,,,,1,,,h2,,1.0,
140,107,4752,560,46,,,,1,,,h2,,1.0,
141,127,5934,519,26,,,,1,,,h2,,1.0,
142,107,6080,260,32,,,,1,,,h2,,1.0,
143,407,6080,260,32,,,,1,,,h2,,1.0,
144,407,6284,260,42,,,,1,,,h2,,1.0,
145,107,6454,260,32,,,,1,,,h2,,1.0,
146,107,6625,260,42,,,,1,,,h2,,1.0,
147,124,2219,388,50,,,,,,1,input,,1.0,
148,538,2218,112,50,,,,,,1,input,,1.0,
