,bx,by,bw,bh,c_div,c_button,c_h1,c_h2,c_p,c_input,element,c_img,p,c_a
0,105,20,150,53,,,,,,,img,1.0,1.0,
1,10,91,29,24,,,,,,,img,1.0,1.0,
2,740,91,24,24,,,,,,,img,1.0,1.0,
3,107,141,16,16,,,,,,,img,1.0,1.0,
4,507,258,160,70,,,,,,,img,1.0,1.0,
5,517,400,44,24,,,,,,,img,1.0,1.0,
6,517,445,44,24,,,,,,,img,1.0,1.0,
7,517,474,44,24,,,,,,,img,1.0,1.0,
8,567,774,100,60,,,,,,,img,1.0,1.0,
9,552,854,115,30,,,,,,,img,1.0,1.0,
10,577,904,90,30,,,,,,,img,1.0,1.0,
11,617,954,50,30,,,,,,,img,1.0,1.0,
12,-1548,0,776,30,,,,,,,a,,1.0,1.0
13,105,59,150,18,,,,,,,a,,1.0,1.0
14,0,88,88,32,,,,,,,a,,1.0,1.0
15,730,88,44,32,,,,,,,a,,1.0,1.0
16,107,142,16,15,,,,,,,a,,1.0,1.0
17,135,264,300,18,,,,,,,a,,1.0,1.0
18,143,379,133,18,,,,,,,a,,1.0,1.0
19,147,569,238,18,,,,,,,a,,1.0,1.0
20,147,589,168,18,,,,,,,a,,1.0,1.0
21,147,629,122,18,,,,,,,a,,1.0,1.0
22,147,649,259,18,,,,,,,a,,1.0,1.0
23,567,446,72,18,,,,,,,a,,1.0,1.0
24,567,475,80,38,,,,,,,a,,1.0,1.0
25,191,720,240,18,,,,,,,a,,1.0,1.0
26,87,764,124,25,,,,,,,a,,1.0,1.0
27,87,789,103,25,,,,,,,a,,1.0,1.0
28,87,814,109,25,,,,,,,a,,1.0,1.0
29,87,839,88,25,,,,,,,a,,1.0,1.0
30,87,864,195,25,,,,,,,a,,1.0,1.0
31,567,820,100,18,,,,,,,a,,1.0,1.0
32,552,870,115,18,,,,,,,a,,1.0,1.0
33,577,920,90,18,,,,,,,a,,1.0,1.0
34,617,970,50,18,,,,,,,a,,1.0,1.0
35,107,170,560,78,,,1,,,,h1,,1.0,
36,107,140,124,1,,,,1,,,h2,,1.0,
37,517,364,140,26,,,,1,,,h2,,1.0,
