,bx,by,bw,bh,c_div,c_button,c_h1,c_h2,c_p,c_input,element,c_img,p,c_a
0,344,12,111,28,,,,,,,img,1.0,1.0,
1,0,52,800,548,,,,,,,img,1.0,1.0,
2,240,402,320,19,,,,,,,a,,1.0,1.0
3,299,434,51,16,,,,,,,a,,1.0,1.0
4,269,445,271,29,,,,,,,a,,1.0,1.0
5,338,460,81,14,,,,,,,a,,1.0,1.0
6,449,460,79,14,,,,,,,a,,1.0,1.0
7,460,536,46,16,,,,,,,a,,1.0,1.0
8,240,254,320,40,,,,,,1,input,,1.0,
9,240,302,320,40,,,,,,1,input,,1.0,
10,240,354,320,40,,,,,,1,input,,1.0,
11,240,176,320,40,,,,,,1,input,,1.0,
12,240,247,320,40,,,,,,1,input,,1.0,
13,240,318,320,40,,,,,,1,input,,1.0,
14,240,389,320,40,,,,,,1,input,,1.0,
15,240,483,320,40,,,,,,1,input,,1.0,
