,bx,by,bw,bh,c_div,c_button,c_h1,c_h2,c_p,c_input,element,c_img,p,c_a
0,105,20,150,53,,,,,,,img,1.0,1.0,
1,10,91,29,24,,,,,,,img,1.0,1.0,
2,740,91,24,24,,,,,,,img,1.0,1.0,
3,107,141,16,16,,,,,,,img,1.0,1.0,
4,117,620,100,100,,,,,,,img,1.0,1.0,
5,417,620,100,100,,,,,,,img,1.0,1.0,
6,371,1081,96,54,,,,,,,img,1.0,1.0,
7,371,1295,96,54,,,,,,,img,1.0,1.0,
8,371,1509,96,54,,,,,,,img,1.0,1.0,
9,371,1723,96,54,,,,,,,img,1.0,1.0,
10,371,1938,96,54,,,,,,,img,1.0,1.0,
11,371,2153,96,54,,,,,,,img,1.0,1.0,
12,371,2367,96,54,,,,,,,img,1.0,1.0,
13,371,2600,96,54,,,,,,,img,1.0,1.0,
14,371,2814,96,54,,,,,,,img,1.0,1.0,
15,371,3009,96,54,,,,,,,img,1.0,1.0,
16,371,3223,96,54,,,,,,,img,1.0,1.0,
17,371,3437,96,54,,,,,,,img,1.0,1.0,
18,371,3651,96,54,,,,,,,img,1.0,1.0,
19,371,3846,96,54,,,,,,,img,1.0,1.0,
20,517,947,140,79,,,,,,,img,1.0,1.0,
21,517,1144,140,79,,,,,,,img,1.0,1.0,
22,517,1341,140,79,,,,,,,img,1.0,1.0,
23,517,1538,140,79,,,,,,,img,1.0,1.0,
24,567,4110,100,60,,,,,,,img,1.0,1.0,
25,552,4190,115,30,,,,,,,img,1.0,1.0,
26,577,4240,90,30,,,,,,,img,1.0,1.0,
27,617,4290,50,30,,,,,,,img,1.0,1.0,
28,-1548,0,776,30,,,,,,,a,,1.0,1.0
29,105,59,150,18,,,,,,,a,,1.0,1.0
30,0,88,88,32,,,,,,,a,,1.0,1.0
31,730,88,44,32,,,,,,,a,,1.0,1.0
32,107,142,16,15,,,,,,,a,,1.0,1.0
33,518,234,149,103,,,,,,,a,,1.0,1.0
34,469,395,150,22,,,,,,,a,,1.0,1.0
35,376,460,203,22,,,,,,,a,,1.0,1.0
36,233,510,170,22,,,,,,,a,,1.0,1.0
37,117,706,100,18,,,,,,,a,,1.0,1.0
38,237,618,116,107,,,,,,,a,,1.0,1.0
39,417,706,100,18,,,,,,,a,,1.0,1.0
40,537,618,116,107,,,,,,,a,,1.0,1.0
41,371,1121,96,18,,,,,,,a,,1.0,1.0
42,107,1069,216,41,,,,,,,a,,1.0,1.0
43,107,1205,77,18,,,,,,,a,,1.0,1.0
44,371,1335,96,18,,,,,,,a,,1.0,1.0
45,107,1283,223,41,,,,,,,a,,1.0,1.0
46,107,1419,77,18,,,,,,,a,,1.0,1.0
47,371,1549,96,18,,,,,,,a,,1.0,1.0
48,107,1497,219,41,,,,,,,a,,1.0,1.0
49,107,1633,77,18,,,,,,,a,,1.0,1.0
50,371,1763,96,18,,,,,,,a,,1.0,1.0
51,107,1711,162,22,,,,,,,a,,1.0,1.0
52,107,1848,77,18,,,,,,,a,,1.0,1.0
53,371,1978,96,18,,,,,,,a,,1.0,1.0
54,107,1926,81,22,,,,,,,a,,1.0,1.0
55,107,2063,77,18,,,,,,,a,,1.0,1.0
56,371,2193,96,18,,,,,,,a,,1.0,1.0
57,107,2141,199,41,,,,,,,a,,1.0,1.0
58,107,2277,77,18,,,,,,,a,,1.0,1.0
59,371,2407,96,18,,,,,,,a,,1.0,1.0
60,107,2355,227,60,,,,,,,a,,1.0,1.0
61,107,2510,77,18,,,,,,,a,,1.0,1.0
62,371,2640,96,18,,,,,,,a,,1.0,1.0
63,107,2588,212,41,,,,,,,a,,1.0,1.0
64,107,2724,77,18,,,,,,,a,,1.0,1.0
65,371,2854,96,18,,,,,,,a,,1.0,1.0
66,107,2802,173,22,,,,,,,a,,1.0,1.0
67,107,2919,77,18,,,,,,,a,,1.0,1.0
68,371,3049,96,18,,,,,,,a,,1.0,1.0
69,107,2997,225,41,,,,,,,a,,1.0,1.0
70,107,3133,77,18,,,,,,,a,,1.0,1.0
71,371,3263,96,18,,,,,,,a,,1.0,1.0
72,107,3211,194,41,,,,,,,a,,1.0,1.0
73,107,3347,77,18,,,,,,,a,,1.0,1.0
74,371,3477,96,18,,,,,,,a,,1.0,1.0
75,107,3425,140,41,,,,,,,a,,1.0,1.0
76,107,3561,77,18,,,,,,,a,,1.0,1.0
77,371,3691,96,18,,,,,,,a,,1.0,1.0
78,107,3639,133,22,,,,,,,a,,1.0,1.0
79,107,3756,77,18,,,,,,,a,,1.0,1.0
80,371,3886,96,18,,,,,,,a,,1.0,1.0
81,107,3834,183,22,,,,,,,a,,1.0,1.0
82,107,3971,77,18,,,,,,,a,,1.0,1.0
83,517,1012,140,18,,,,,,,a,,1.0,1.0
84,517,1039,112,60,,,,,,,a,,1.0,1.0
85,517,1209,140,18,,,,,,,a,,1.0,1.0
86,517,1236,131,60,,,,,,,a,,1.0,1.0
87,517,1406,140,18,,,,,,,a,,1.0,1.0
88,517,1433,103,60,,,,,,,a,,1.0,1.0
89,517,1603,140,18,,,,,,,a,,1.0,1.0
90,517,1630,84,41,,,,,,,a,,1.0,1.0
91,532,1859,125,58,,,,,,,a,,1.0,1.0
92,532,1932,102,38,,,,,,,a,,1.0,1.0
93,532,1985,103,58,,,,,,,a,,1.0,1.0
94,532,2057,103,58,,,,,,,a,,1.0,1.0
95,532,2130,123,58,,,,,,,a,,1.0,1.0
96,532,2203,120,38,,,,,,,a,,1.0,1.0
97,87,4100,124,25,,,,,,,a,,1.0,1.0
98,87,4125,103,25,,,,,,,a,,1.0,1.0
99,87,4150,109,25,,,,,,,a,,1.0,1.0
100,87,4175,88,25,,,,,,,a,,1.0,1.0
101,87,4200,195,25,,,,,,,a,,1.0,1.0
102,567,4156,100,18,,,,,,,a,,1.0,1.0
103,552,4206,115,18,,,,,,,a,,1.0,1.0
104,577,4256,90,18,,,,,,,a,,1.0,1.0
105,617,4306,50,18,,,,,,,a,,1.0,1.0
106,107,170,560,44,,,1,,,,h1,,1.0,
107,107,140,124,1,,,,1,,,h2,,1.0,
108,117,620,240,104,,,,1,,,h2,,1.0,
109,417,620,240,104,,,,1,,,h2,,1.0,
110,107,875,360,26,,,,1,,,h2,,1.0,
111,517,885,140,52,,,,1,,,h2,,1.0,
112,517,1786,140,52,,,,1,,,h2,,1.0,
