,bx,by,bw,bh,c_div,c_button,c_h1,c_h2,c_p,c_input,element,c_img,p,c_a
0,105,20,150,53,,,,,,,img,1.0,1.0,
1,255,20,66,51,,,,,,,img,1.0,1.0,
2,10,100,29,24,,,,,,,img,1.0,1.0,
3,740,100,24,24,,,,,,,img,1.0,1.0,
4,250,308,10,12,,,,,,,img,1.0,1.0,
5,250,339,10,12,,,,,,,img,1.0,1.0,
6,250,485,10,12,,,,,,,img,1.0,1.0,
7,250,516,10,12,,,,,,,img,1.0,1.0,
8,567,1068,100,60,,,,,,,img,1.0,1.0,
9,552,1148,115,30,,,,,,,img,1.0,1.0,
10,577,1198,90,30,,,,,,,img,1.0,1.0,
11,617,1248,50,30,,,,,,,img,1.0,1.0,
12,105,59,150,18,,,,,,,a,,1.0,1.0
13,321,19,75,22,,,,,,,a,,1.0,1.0
14,0,97,88,32,,,,,,,a,,1.0,1.0
15,730,97,44,32,,,,,,,a,,1.0,1.0
16,0,131,774,27,,,,,,,a,,1.0,1.0
17,0,159,774,27,,,,,,,a,,1.0,1.0
18,0,187,774,27,,,,,,,a,,1.0,1.0
19,0,215,774,27,,,,,,,a,,1.0,1.0
20,0,243,774,27,,,,,,,a,,1.0,1.0
21,0,271,774,27,,,,,,,a,,1.0,1.0
22,0,299,774,27,,,,,,,a,,1.0,1.0
23,0,327,774,27,,,,,,,a,,1.0,1.0
24,107,151,35,15,,,,,,,a,,1.0,1.0
25,264,357,401,30,,,,,,,a,,1.0,1.0
26,107,748,547,38,,,,,,,a,,1.0,1.0
27,362,849,142,18,,,,,,,a,,1.0,1.0
28,107,879,537,38,,,,,,,a,,1.0,1.0
29,107,899,555,38,,,,,,,a,,1.0,1.0
30,87,1058,124,25,,,,,,,a,,1.0,1.0
31,87,1083,103,25,,,,,,,a,,1.0,1.0
32,87,1108,109,25,,,,,,,a,,1.0,1.0
33,87,1133,88,25,,,,,,,a,,1.0,1.0
34,87,1158,195,25,,,,,,,a,,1.0,1.0
35,567,1114,100,18,,,,,,,a,,1.0,1.0
36,552,1164,115,18,,,,,,,a,,1.0,1.0
37,577,1214,90,18,,,,,,,a,,1.0,1.0
38,617,1264,50,18,,,,,,,a,,1.0,1.0
39,321,20,350,20,,,1,,,,h1,,1.0,
40,107,179,576,44,,,1,,,,h1,,1.0,
41,107,149,124,1,,,,1,,,h2,,1.0,
42,107,807,576,26,,,,1,,,h2,,1.0,
43,265,303,173,21,,,,,,1,input,,1.0,
44,265,334,173,21,,,,,,1,input,,1.0,
45,603,430,80,20,,,,,,1,input,,1.0,
46,265,480,173,21,,,,,,1,input,,1.0,
47,265,511,173,21,,,,,,1,input,,1.0,
48,603,607,80,20,,,,,,1,input,,1.0,
